新闻id,时间,标题,内容,链接
4183c07e17b07f2c,2026-05-22 10:54:11,,比特币高位震荡，山寨币市场情绪修复 比特币目前维持在高位震荡。据 PANews 报道，山寨币市场情绪快速修复，资金沿着清晰的赛道主线流动。AI基础设施、去中心化存储和DeFi新兴协议成为本周的三大核心叙事。,https://www.binance.com/zh-CN/square/post/325743620995698
1f0319060f8b545a,2026-05-22 10:48:03,,中国税收优惠推动集成电路发展 据金十数据报道，国家发展改革委政策研究室副主任李超在新闻发布会上表示，已会同有关部门，连续6年制定享受税收优惠政策的集成电路企业或项目，以及软件企业清单。税收优惠政策切实起到了降低成本、促进研发、稳定预期的作用，有力推动集成电路、基础软件、工业软件、人工智能软件等产业快速发展。,https://www.binance.com/zh-CN/square/post/325742116577842
69e8c7412359f8ea,2026-05-22 10:44:57,,诈骗团伙冒充 Jupiter 空投虚假代币 据 ChainCatcher 报道，SolanaFloor 监测到有诈骗团伙冒充 Jupiter，向钱包空投虚假的 CJUP 代币，并诱导用户连接至诈骗网站以窃取资产。,https://www.binance.com/zh-CN/square/post/325741351297377
64ef303f24a79149,2026-05-22 10:44:06,,Circle即将上线cirBTC Circle首席执行官Jeremy Allaire发推表示，Circle Wrapped Bitcoin（cirBTC）即将上线。用户现可通过测试网Faucet在Arc和以太坊上获取cirBTC进行测试。据Foresight News报道，Circle将推出Circle Wrapped Bitcoin（cirBTC），这是一种1:1由原生BTC支持的代币化比特币产品，专为机构市场设计。cirBTC的储备可通过链上实时独立验证，适用于OTC交易台、做市商、借贷协议等机构场景。该产品将首先在以太坊和Arc平台上线，未来计划扩展至多链生态，并与Circle旗下USDC、Arc及Circle Mint集成，提供完整的服务。,https://www.binance.com/zh-CN/square/post/325741144524401
209e6c43b823eaab,2026-05-22 10:43:42,,中国未要求科技公司拒绝外资 中国国家发展和改革委员会表示，中国从未要求国内科技公司拒绝外资。据 NS3 报道，李超指出，外资必须遵守中国法律法规，并不得损害中国的国家安全和利益。,https://www.binance.com/zh-CN/square/post/325741046626337
7f8cf2feb267ae58,2026-05-22 10:33:41,,韩国主权财富基金规模扩大至近30万亿韩元 韩国政府计划将半导体行业繁荣带来的部分超额税收以现金形式注入今年下半年启动的新主权财富基金。据Odaily星球日报报道，该基金原计划通过政府持有的国有企业股份等实物出资方式筹集20万亿韩元，现决定追加数万亿韩元现金，使其种子资金规模扩大至近30万亿韩元（约合200亿美元）。该基金属于增长型基金，旨在对韩国战略产业中处于成长阶段的潜力公司进行中长期投资。相关设立法案拟于6月提交至国会，资金计划纳入2027年预算提案。,https://www.binance.com/zh-CN/square/post/325738586060002
585f42a329d0d17d,2026-05-22 10:24:19,,中国化肥市场稳定，尿素价格低于国际 据金十数据报道，国家发展改革委政策研究室副主任李超在新闻发布会上表示，受外部因素影响，今年春耕用肥高峰期间，国际化肥市场大幅波动。我们会同有关方面，压实重点企业保供责任、提前投放储备、保障口岸接卸和中国集疏运畅通、保障磷肥生产所需硫资源供应、加强市场预期引导，有力保障春耕期间主要化肥品种供应充足、价格基本稳定，比如中国尿素价格比国际市场每吨低3500元左右，有效满足了中国高峰用肥需求。下一步，我们将持续关注农业生产形势和粮食价格走势，统筹做好化肥保供稳价工作，为广大农民和农业经营主体提供更多便利。,https://www.binance.com/zh-CN/square/post/325736281983010
ac60604feb9b03f9,2026-05-22 10:17:10,,"Jeffrey Huang 扩大 ETH 多头头寸 Jeffrey Huang 将其 25 倍杠杆的 ETH 多头头寸扩大至 6,375 枚 ETH，价值 1,350 万美元。据 NS3 报道，HyperInsight 数据显示，其入场价格为 2,127.73 美元，清算价格为 2,089.42 美元。",https://www.binance.com/zh-CN/square/post/325734525531714
22afc82f0a6ec90e,2026-05-22 10:16:20,,Zerion关闭Zero Network Zerion宣布将关闭Zero Network，要求用户在7月底前提取存入的资产。据NS3报道，Zero Network约在一年半前推出。目前，存款桥已暂停。Zerion将重心转向其API和钱包业务。,https://www.binance.com/zh-CN/square/post/325734320129489
6408e0002a0c1bd0,2026-05-22 10:13:43,,Bankr钱包功能恢复或延至下周 Bankr 发推表示，目前正与 zeroShadow 等外部合作伙伴推进调查与修复工作。据 Foresight News 报道，团队预计完成额外安全审查和监控措施后，全部功能恢复可能要延续至下周。短期内，Bankr 可能逐步恢复代币发行功能及部分「只读」功能，用户可查看余额等账户信息。但钱包交易功能在审查期间仍将暂停。此前消息，Bankr 确认一名攻击者能够访问 14 个 bankr 钱包，官方已暂时锁定相关功能，并承诺全额赔偿用户损失。,https://www.binance.com/zh-CN/square/post/325733676437217
c6280a3357105496,2026-05-22 10:11:17,,AMD CEO：成功押注台积电和先进封装 据金十数据报道，AMD首席执行官苏姿丰表示，公司做了两个重要的赌注。一个是选择台积电，这一决定对AMD来说非常成功。另一个是采用先进的封装技术，如今整个行业都在采用这一技术。,https://www.binance.com/zh-CN/square/post/325733078874914
c9b054541e708fc3,2026-05-22 10:00:27,,SEC委员澄清对代币化NMS股票的立场 SEC委员Hester Peirce表示，拟议的创新豁免将限制链上交易，仅限于已在二级市场上可用的NMS股票的数字版本。据NS3报道，Peirce称该提案将排除合成资产，并不会扩大可交易股票的范围。,https://www.binance.com/zh-CN/square/post/325730417220258
f562c6b7c1de97d6,2026-05-22 09:56:35,,AMD CEO：数据中心建设需克服电力瓶颈 据金十数据报道，AMD首席执行官苏姿丰表示，除了其他瓶颈外，电力也是一个重要因素。她强调，我们需要建设更多的数据中心和提升产能。,https://www.binance.com/zh-CN/square/post/325729465862097
a821ba8fbb2b5761,2026-05-22 09:56:28,,AMD CEO：需求激增超预期 据金十数据报道，AMD首席执行官苏姿丰表示，公司没有预料到需求会如此迅速上升。她强调，AMD希望赶上这一需求，并且正在全力以赴。,https://www.binance.com/zh-CN/square/post/325729436000065
4f8be0404db6f3ff,2026-05-22 09:54:15,,欧洲银行加速推进合规稳定币 据 ChainCatcher 报道，Fireblocks《2025 稳定币现状报告》显示，零售虚拟资产服务提供商处理的欧元稳定币交易量在 15 个月内增长 12 倍，达到 7.77 亿美元。欧洲银行与金融科技公司在欧盟《加密资产市场监管法规》（MiCA）框架实施后，加速推进合规稳定币的生产部署。Banking Circle 与 SG-Forge 分别推出欧元支持的数字资产 EURI 与 EURCV，并扩大生产运营规模。Fireblocks 研究指出，欧洲银行已将稳定币与代币化资产基础设施视为 2026 年路线图的关键组成部分。,https://www.binance.com/zh-CN/square/post/325728893513889
dbd50c8c2a381a14,2026-05-22 09:54:00,,三家区块链公司宣布停止运营 据 ChainCatcher 报道，Syndicate Labs、Everclear 与 ZERO Network 同日宣布停止运营，凸显区块链基础设施领域的困境。Syndicate Labs 由 a16z 支持，累计融资逾 2700 万美元，因市场转向定制链而关闭。Everclear 宣布关闭基金会与实验室实体，尽管月交易量曾达 5 亿美元，但未能转化为收入，CLEAR 代币当日下跌约 40%。ZERO Network 由 Zerion 构建，宣布关闭，团队将转向 Zerion 钱包与 API 产品开发，用户须在 7 月 31 日前将资金桥接转出。,https://www.binance.com/zh-CN/square/post/325728832813777
637d92523d036b08,2026-05-22 09:53:49,,"VerusCoin 跨链桥攻击者归还 4,052.4 枚 ETH VerusCoin 跨链桥攻击者已将 4,052.4 枚 ETH 归还至项目团队地址，占被盗总额的 75%。据 BlockBeats 链上侦探报道，剩余 25% 将作为白帽赏金留存于攻击者钱包。",https://www.binance.com/zh-CN/square/post/325728788349538
9a7184176a976d88,2026-05-22 09:52:08,,BNB 突破 660 USDT，24 小时涨幅1.06% 据币安行情数据显示，BNB 突破 660 USDT，现报价 660.200012 USDT，24 小时涨幅1.06%。,https://www.binance.com/zh-CN/square/post/325728372390977
832e079f78ba2b4c,2026-05-22 09:51:57,,AMD CEO：AI训练尚未盈利 据金十数据报道，AMD首席执行官苏姿丰表示，目前没有人真正从AI训练中赚钱。然而，她指出，人工智能已经不仅仅停留在推理阶段，还能够执行一些智能任务。,https://www.binance.com/zh-CN/square/post/325728326413410
68d14e3146ce5ca4,2026-05-22 09:45:23,,F2Pool联合创始人王纯将参与SpaceX首次载人火星星际飞行任务 据The Block报道，SpaceX宣布，比特币矿池F2Pool联合创始人王纯将参与该公司首次载人火星星际飞行任务。王纯将搭乘星舰执行为期两年的任务，探索地月系统之外的空间并飞越火星，随后返回地球。在火星之旅之前，王纯还将参加SpaceX首次商业载人绕月飞行，为期一周。王纯此前曾于2025年担任Fram2任务指令长，完成SpaceX首次载人极地轨道飞行。SpaceX未披露具体发射日期。,https://www.binance.com/zh-CN/square/post/325726705710466
901d3fbb52e41665,2026-05-22 09:45:13,,AI趋势 | OpenAI 计划提交 IPO 申请 据 ChainCatcher 报道，OpenAI CEO Sam Altman 表示，即使很快提交 IPO 文件，公司也可能不会立即上市，实际挂牌时间取决于市场状况等因素。目标最早 9 月上市，但时间表仍有灵活性。此前报道，OpenAI 计划在近期向监管机构提交保密 IPO 申请，可能最早在本周五提交。知情人士透露，包括高盛和摩根士丹利在内的投行正协助 OpenAI 起草 IPO 招股说明书。本周早些时候，OpenAI 扫除了 IPO 道路上的一项重大障碍——OpenAI CEO Sam Altman 在与对手马斯克的法律纠纷中获胜。OpenAI 仍需克服一系列其他挑战，其中最主要的是市场对其能否创造足够收入、以支撑其庞大数据中心支出承诺的担忧。,https://www.binance.com/zh-CN/square/post/325726673259921
1c03a46c381433d7,2026-05-22 09:44:10,,AMD CEO：美国制造业自给自足不现实 据金十数据报道，AMD首席执行官苏姿丰表示，美国正试图实现全面的制造业自给自足，但这并不意味着美国能够完全做到这一点。实际上这是不可能的。但这确实意味着要建立一个多元化的生态系统。,https://www.binance.com/zh-CN/square/post/325726414148049
c5155874842a0da4,2026-05-22 09:41:25,,菲律宾央行考虑非周期性加息 据金十数据报道，菲律宾央行行长表示，正在考虑非周期性加息。其指出，尽管此前已提前加息，但似乎力度仍显不足。,https://www.binance.com/zh-CN/square/post/325725737738081
26b7a1818cb3261a,2026-05-22 09:39:07,,联想集团港股涨超10% 联想集团(00992.HK)港股持续走强，涨幅超过10%。公司财报显示，第四季度业绩增长创下纪录，AI收入占比提升至近四成。,https://www.binance.com/zh-CN/square/post/325725174247537
4ea7a405bd7299a3,2026-05-22 09:34:41,,Web3行业寒冬，Vitalik如何应对 Web3行业正面临严峻挑战，以太坊表现疲软，人才流失至AI领域。据PANews报道，从业者正在努力自救，Vitalik和其他资深人士如何承担起责任成为关注焦点。,https://www.binance.com/zh-CN/square/post/325724082542705
02ac9e36b7dfab2f,2026-05-22 09:33:54,,德国否决提高加密货币税收提案 据 ChainCatcher 报道，德国联邦议院财政委员会否决了绿党提出的提高加密货币税收的提案。该提案旨在取消持有超过一年后出售加密货币的免税政策。目前德国法律规定，持有超过一年的加密货币出售所得免征资本利得税。绿党认为这一规定不合理，主张加密资产应与其他投资同等对待。批评者指出，该提案将使加密投资者比普通股票投资者承担更高税负。执政联盟中的基民盟/基社盟认为该提案可能创造新漏洞。社民党希望等待财政部长提出自己的方案。绿党估计，取消免税政策每年可带来约 114 亿欧元额外税收。,https://www.binance.com/zh-CN/square/post/325723892109538
5cac306f0747e83a,2026-05-22 09:24:32,,2026年加密市场未平仓合约大幅下降 CoinGecko的2026年永续合约报告显示，加密市场未平仓合约总额从10月清算事件前的2100亿美元降至2026年4月的990.9亿美元，杠杆率较峰值下降超过50%。据NS3报道，2026年前四个月，前11大中心化交易所（CEX）的月均交易量为4.69万亿美元，较2025年的7.11万亿美元有所下降。尽管如此，去中心化交易所（DEX）的市场份额仍有所增加，到2026年4月底，未平仓合约的市场份额达到13.5%，而CEX的份额降至86.5%。,https://www.binance.com/zh-CN/square/post/325721587986242
430127b86dc0aa3e,2026-05-22 09:23:45,,AI趋势 | AI带来效率提升与职业重构 TinTinLand 采访了三位来自 Web2 和传统 IT 行业的开发者。据 PANews 报道，他们讨论了 AI 技术带来的实际变化，包括效率提升、职场焦虑以及职业重构的趋势。,https://www.binance.com/zh-CN/square/post/325721398604114
d1b7ee940be9629d,2026-05-22 09:22:21,,股票市场 | 丹诺医药港股上市首日大涨98% 港股开盘，恒指上涨1.01%，科指上涨1.57%。据金十数据报道，丹诺医药（06872.HK）上市首日开盘上涨98.15%，昨日暗盘收涨94%。,https://www.binance.com/zh-CN/square/post/325721051522178
9c6bb22f052ba2c4,2026-05-22 09:17:48,,比特币空头平仓超40亿美元 比特币在8万美元以上的空头平仓金额超过40亿美元，而7.61万美元附近的支撑位已维持两天。据NS3报道，CoinGlass、CryptoQuant和Velo的数据表明，近期的市场波动更多是由期货活动推动，而非现货强劲买入。,https://www.binance.com/zh-CN/square/post/325719935935554
1852c6ae451e24a0,2026-05-22 09:16:01,,FRMM 领涨美股加密板块 Crypto相关美股收盘上涨，FRMM 领涨，涨幅达17.59%。道琼斯指数上涨0.55%，标普500指数上涨0.17%，纳斯达克指数上涨0.09%。据 NS3 报道，VIX 恐慌指数下跌3.9%。,https://www.binance.com/zh-CN/square/post/325719497380321
b6cfde0a2e52d8e9,2026-05-22 09:14:32,,专家：日本通胀压力缓解难持续 据金十数据报道，凯投宏观亚太高级经济学家Abhijit Surya表示，日本通胀压力的缓解不太可能持续。4月份日本剔除生鲜食品的消费者价格同比上涨1.4%，较3月份1.8%的涨幅有所放缓。然而，根据周四公布的制造业PMI初值数据，日本企业的产出价格正在快速上涨，表明未来几个月核心商品通胀将强劲回升。此外，Surya指出，由于工资增长强劲，近期服务业通胀的疲软不太可能持续。我们仍然认为日本央行将在未来几个月进一步收紧政策。,https://www.binance.com/zh-CN/square/post/325719133375970
26cd9b1f0f1738df,2026-05-22 09:14:05,,Polymarket 推出吃单手续费返还计划 据Odaily星球日报报道，Polymarket 官方人员 Mustafa 于 X 表示，将于下周推出“吃单手续费返还计划”，直接吃单的用户最高可获得 50% 的手续费返还。根据 Mustafa 所披露的数据，想要触发吃单返费，用户在过去 30 天的加权交易量需超过 2000 美元，想要触发最高等级（50%）的吃单返费，过去 30 天的加权交易量需超过 1000 万美元。,https://www.binance.com/zh-CN/square/post/325719022353250
3040d9f87ae7a736,2026-05-22 09:06:35,,日本股市被摩根士丹利看好 据金十数据报道，摩根士丹利在其中期展望中将日本股市视为亚洲市场的首选投资选择。该行设定的东证指数目标为4300点，意味着仍有约12%的上涨空间。资本支出超级周期理论支撑了这一偏好，材料、半导体、科技硬件和国防资本货物等行业的盈利预期均有所上调，而面向消费者的行业则面临广泛的下调压力。能源冲击被视为短期内的拖累因素，而非结构性威胁，不过生产者价格的上涨以及与北美自由贸易协定相关的供应中断使日本名义国内生产总值复苏的时间表变得更加复杂。,https://www.binance.com/zh-CN/square/post/325717179152706
1c1f5aa7f4b59427,2026-05-22 09:03:59,,Polymarket 或面临韩国市场封锁风险 据 ChainCatcher 报道，法律界人士指出，若审查结果认定其违规，Polymarket 或面临在韩国被封锁乃至被迫退出市场的风险。目前，法国、德国、意大利等多国已将 Polymarket 列为非法赌博网站并封锁访问。,https://www.binance.com/zh-CN/square/post/325716541294562
5ee9e9d7e63a410f,2026-05-22 08:53:14,,SpaceX星舰第12次试飞准备 据金十数据报道，SpaceX宣布星舰第12次试飞计划于5月22日周五进行。发射窗口为90分钟，将于美国中部时间17:30（东八区时间次日06:30）开启。,https://www.binance.com/zh-CN/square/post/325713896113410
289206fa18754228,2026-05-22 08:50:29,,Nvidia股价创历史新高 Nvidia股价上周突破236美元，市值接近5.7万亿美元。据BeInCrypto报道，尽管美国出口限制仍在，但中国对AI芯片的需求推动了Nvidia的最新突破。阿里巴巴、腾讯、字节跳动和京东等科技巨头正准备购买Nvidia的H200处理器。Nvidia首席执行官黄仁勋在中国的存在表明，可能正在进行谈判以解锁这一需求。尽管面临地缘政治风险，Nvidia仍受益于全球AI基础设施支出的激增。,https://www.binance.com/zh-CN/square/post/325713220103313
e4c2dc81f4fd5243,2026-05-22 08:49:53,,Apyx 将空投分配提高至 6% Apyx 宣布其代币生成事件（TGE）和空投定于 10 月 13 日进行。据 NS3 报道，Apyx 将基于积分的空投分配从总供应量的 4% 提高到 6%。此外，Apyx 表示，其第二季积分活动将于 10 月 11 日结束。,https://www.binance.com/zh-CN/square/post/325713073728450
4eed0c086d476b21,2026-05-22 08:43:50,,"ETH 价格波动或引发清算 据 ChainCatcher 报道，Coinglass 数据显示，若 ETH 跌破 2,027 美元，主流 CEX 累计多单清算强度将达 8.43 亿美元。若 ETH 突破 2,238 美元，主流 CEX 累计空单清算强度将达 8.06 亿美元。",https://www.binance.com/zh-CN/square/post/325711587425345
15e44985d19d4dd9,2026-05-22 08:43:43,,"与a16z关联巨鲸地址再次买入261,250枚HYPE 与a16z关联的巨鲸地址在过去一小时内再次买入261,250枚HYPE。据 BlockBeats 链上侦探报道，自4月14日以来，该巨鲸已累计买入317万枚HYPE，平均买入价为每枚46.8美元。",https://www.binance.com/zh-CN/square/post/325711556694081
668f29c346bbb992,2026-05-22 08:43:34,,CryptoQuant创始人：比特币牛市信号尚不明确 CryptoQuant创始人Ki Young Ju在X平台发文表示，一旦真正的比特币牛市开始，所有信号都会变得非常明确。据Odaily星球日报报道，目前市场尚未进入这一阶段。,https://www.binance.com/zh-CN/square/post/325711521074994
f1d76c168f068815,2026-05-22 08:33:38,,AI趋势 | Paradigm开源Centaur 据Odaily星球日报报道，Paradigm官方宣布将开源Centaur，这是一款由Paradigm和Tempo联合开发的自托管AI Agent Runtime。自今年1月以来，Centaur已在Paradigm内部使用，覆盖投资、工程、设计、招聘、活动、客服等任务场景。Centaur能够调用工具、连续运行数小时甚至数天，并在系统重启后继续工作。用户可以通过Slack与其交流或通过API调用。,https://www.binance.com/zh-CN/square/post/325709080477746
d7dee3fafe808d0b,2026-05-22 08:33:34,,Apyx 稳定币项目公布 TGE 与空投时间 据Odaily星球日报报道，基于 STRC 构建的稳定币项目 Apyx 官方宣布，TGE 与空投时间定在 10 月 13 日。第二季积分活动将于 10 月 11 日结束，积分对应的代币额度将从总供应量的 4% 提升至 6%。,https://www.binance.com/zh-CN/square/post/325709063142961
b23eca1b6805cf7a,2026-05-22 08:32:26,,Arthur Hayes警告AI或引发银行危机 Arthur Hayes在Bitcoin 2026大会上表示，AI可能引发“新次贷危机”，导致数千亿美元的银行倒闭。据NS3报道，Hayes指出，AI驱动的高收入知识工作者替代可能对传统SaaS公司造成冲击，给贷款机构带来压力，并对比特币产生影响。,https://www.binance.com/zh-CN/square/post/325708785709602
36ece44a0d025a8e,2026-05-22 08:24:09,,Galaxy Digital 与 BitGo 并购纠纷法庭对峙 据 ChainCatcher 报道，Galaxy Digital 创始人 Michael Novogratz 与 BitGo Holdings 首席执行官 Mike Belshe 本周在法庭上就一项历时四年的并购纠纷展开对峙。BitGo 要求 Galaxy 支付至少 1 亿美元违约赔偿，因 Galaxy 于 2021 年提出的 12 亿美元收购案未能完成。BitGo 指控 Galaxy 未尽合理努力推动交易完成，并隐瞒了美国当局对其调查的相关细节，这些调查可能对合并的完成产生重大影响。,https://www.binance.com/zh-CN/square/post/325706748642418
04595f73f76640ca,2026-05-22 08:16:13,,加密恐惧与贪婪指数升至40 CoinMarketCap的加密恐惧与贪婪指数上升至40，从恐惧转为中性。据NS3报道，该指数较昨日上升一点，使用0-100的尺度来追踪市场情绪。,https://www.binance.com/zh-CN/square/post/325704798211170
7a4b3c7a6c0b6085,2026-05-22 08:13:43,,两个地址平仓 HYPE 空头头寸后提取 USDC 存入 CEX 同一实体关联的两个地址平仓其持有的 HYPE 空头头寸，平仓价约 60.2 美元，亏损超 699 万美元。据 BlockBeats 链上侦探报道，随后提取了剩余的 USDC 并将其存入中心化交易所（CEX）。,https://www.binance.com/zh-CN/square/post/325704185891282
3e10f53e65990117,2026-05-22 08:10:12,,马斯克：星舰试飞因机械故障叫停 据金十数据引述CCTV国际时讯报道，当地时间5月21日傍晚，在美国得克萨斯州“星际基地”新的2号发射台，美国太空探索技术公司（SpaceX）全新升级版重型运载火箭“星舰”的试飞在最后关头被叫停。SpaceX首席执行官马斯克称，“固定发射塔机械臂的液压销未能收回。如果今晚能修好，当地时间5月22日将再次尝试发射。”,https://www.binance.com/zh-CN/square/post/325703321862593
87afafeae3de28cc,2026-05-22 08:03:57,,HYPE 重回 55 美元，AI IPO 热潮助推 5 月 21 日，HYPE 时隔 241 天重新站上 55 美元，并一度冲至 57 美元附近。据 PANews 报道，虽然表面上看是 HYPE 暴涨，但背后正在形成一种全新叙事，即 AI 巨头 IPO 热潮正在推动链上资产价格发现体系。,https://www.binance.com/zh-CN/square/post/325701784608001
6e8707b0736bc2e1,2026-05-22 06:44:09,,SpaceX星舰团队准备加注推进剂 据金十数据报道，SpaceX表示，其星舰团队已经准备好为星舰加注推进剂。这标志着星舰项目的又一重要进展。,https://www.binance.com/zh-CN/square/post/325682173107474
16665cab06b8dd0b,2026-05-22 06:30:03,,USDC销毁4.39亿枚 USDC Treasury销毁了4.39亿枚USDC。据NS3报道，Whale Alert监测到此次销毁事件。,https://www.binance.com/zh-CN/square/post/325678706705426
d524e624bb2889de,2026-05-22 06:24:08,,贵金属 | 全球最大黄金ETF持仓增加 据金十数据报道，全球最大黄金ETF--SPDR Gold Trust持仓较上日增加0.857吨，当前持仓量为1037.708吨。,https://www.binance.com/zh-CN/square/post/325677254769361
99bbab97060c5a6b,2026-05-22 06:21:30,,Cardano面临科学家流失风险 Cardano创始人Charles Hoskinson警告称，如果一项价值3290万ADA的研究提案未获通过，Cardano可能失去其科学家。据BeInCrypto报道，该提案旨在资助后量子密码学、零知识证明和可扩展性研究。目前链上投票显示，约81%的活跃dRep持股反对该提案，远低于Cardano宪法要求的67%批准门槛。Hoskinson呼吁ADA持有者在6月8日截止日期前将投票权委托给支持研究议程的dReps。,https://www.binance.com/zh-CN/square/post/325676608311090
5b5cc79806a27714,2026-05-22 06:10:28,,美联储6月维持利率概率达96.8% 据金十数据报道，CME“美联储观察”显示，美联储到6月维持利率不变的概率为96.8%，累计加息25个基点的概率为3.2%。美联储到7月维持利率不变的概率为85.4%，累计加息25个基点的概率为14.2%，累计加息50个基点的概率为0.4%。,https://www.binance.com/zh-CN/square/post/325673896405234
84a7bc039e6be87e,2026-05-22 06:00:36,,Spotify与UMG达成AI授权协议 Spotify与环球音乐集团（Universal Music Group）宣布达成授权协议，允许Spotify Premium用户使用AI生成参与艺术家和词曲作者的翻唱和混音。据NS3报道，参与的艺术家和词曲作者将获得与平台上生成的AI作品相关的报酬。,https://www.binance.com/zh-CN/square/post/325671469731105
18b8bb9552000735,2026-05-22 04:53:34,,Team Spirit 胜率暴跌 26.5% 据 ChainCatcher 报道，预测市场 Polymarket 上“Dota 2：Team Spirit 对 Aurora （BO3）- DreamLeague 季后赛”事件中，“Team Spirit”选项的胜率从一小时前的 62.5% 暴跌至当前的 36%。,https://www.binance.com/zh-CN/square/post/325654995089521
5c591e5cb0816d21,2026-05-22 04:46:37,,"比特币需求降至年内低点 比特币需求在5月21日降至-3,138 BTC，为自1月中旬以来的最低水平。据 NS3 报道，Glassnode和CryptoQuant表示，现货需求、现货市场活动以及美国上市的现货BTC ETF持有量均有所减弱，因BTC在其真实市场均值附近交易。",https://www.binance.com/zh-CN/square/post/325653288677585
a0449d81832a40c6,2026-05-22 04:40:30,,USDC 财政部铸造 6.99 亿 USDC Whale Alert 报告称，USDC 财政部铸造了 6.99 亿 USDC。据 NS3 报道，这一大规模铸造引起了市场的关注。,https://www.binance.com/zh-CN/square/post/325651785488945
d5e0525d3d2fb3da,2026-05-22 04:20:45,,美伊和平传闻推高美股5000亿美元 据 BeInCrypto 报道，巴基斯坦斡旋的美伊和平协议草案传闻使美股在5月21日增加约5000亿美元。WTI原油价格下滑至96.23美元，而比特币因停火乐观情绪小幅上涨。泄露的草案包括立即停火和霍尔木兹海峡的航行自由，伊朗制裁将逐步解除。尽管市场对此消息反应积极，但协议细节和执行仍存疑虑。,https://www.binance.com/zh-CN/square/post/325646930743010
5baa7194911bc466,2026-05-22 04:13:40,,美元指数上涨 0.17%，主要货币汇率变动 据 ChainCatcher 报道，衡量美元对六种主要货币的美元指数在 5 月 22 日上涨 0.17%，在汇市尾市收于 99.257。1 欧元兑换 1.1612 美元，低于前一交易日的 1.1631 美元；1 英镑兑换 1.3426 美元，低于前一交易日的 1.3442 美元；1 美元兑换 159.08 日元，高于前一交易日的 158.84 日元；1 美元兑换 0.7874 瑞士法郎，高于前一交易日的 0.7868 瑞士法郎；1 美元兑换 1.3783 加元，高于前一交易日的 1.3749 加元；1 美元兑换 9.3501 瑞典克朗，高于前一交易日的 9.3324 瑞典克朗。,https://www.binance.com/zh-CN/square/post/325645189327330
81509e07a2c7419b,2026-05-22 04:13:32,,巴基斯坦参议员称美伊谈判进展顺利 巴基斯坦一位参议员表示，美国与伊朗之间的谈判正在取得进展，并朝着正确的方向发展。据 NS3 报道，该参议员称巴基斯坦正努力将各方重新带回谈判桌，以缩小分歧、达成协议并结束战争。,https://www.binance.com/zh-CN/square/post/325645157621521
f2e59c5a5f03d44e,2026-05-22 04:09:02,,REAL与Factori达成1亿美元证券代币化协议 REAL Technologies与Factori AD签署了一项证券代币化协议，涉及超过1亿美元的客户资产。据NS3报道，首笔交易包括500万份与Alpha Bulgaria AD相关的认股权证，名义价值约为1375万欧元。Factori AD将负责入职、合规、执行和托管，而REAL将提供代币化和结算服务。,https://www.binance.com/zh-CN/square/post/325644053967794
9e6bc5061f4f0797,2026-05-22 03:19:55,,韩国加密税请愿超5万签名 韩国一项要求取消加密投资收益22%税的请愿已超过5万签名门槛。据NS3报道，该税计划于2027年1月生效，目前请愿已获得超过5.2万签名。,https://www.binance.com/zh-CN/square/post/325631982038721
063eac938101013b,2026-05-22 03:19:40,,AmericanFortress推出量子防护方案保护比特币 AmericanFortress宣布了一项专利申请中的后量子签名方案，旨在保护包括中本聪时期钱包在内的现有加密资产免受未来量子攻击。据CoinDesk报道，该方案通过向后兼容的软分叉和零知识证明来冻结和保护易受攻击的比特币地址。AmericanFortress表示，其方法可为比特币、以太坊、Solana和Tron等主要链提供量子保护，且对性能影响微乎其微。该公司已完成800万美元的种子轮融资，计划在6月2日于巴黎进行正式展示。,https://www.binance.com/zh-CN/square/post/325631920815730
a7383428bed12e08,2026-05-22 03:17:00,,伊朗总统拒绝谈判让步 伊朗总统Pezeshkian表示，他在谈判中不会做出让步。据NS3报道，伊朗国家电视台播出了这一声明。,https://www.binance.com/zh-CN/square/post/325631263262737
bfd828342a0256d9,2026-05-22 02:53:34,,美国与伊朗和平协议预测市场波动 据 ChainCatcher 报道，预测市场 Polymarket 上关于“美国与伊朗永久和平协议达成时间？”的子市场“5 月 26 日”选项胜率在一小时内从 51.5% 暴跌至 15.5%。,https://www.binance.com/zh-CN/square/post/325625505717986
2417715ea229ce74,2026-05-22 02:34:37,,XRP Ledger节点升级进展缓慢 截至5月19日，只有约46%的XRP Ledger节点完成了升级，尽管fixCleanup3_1_3修正案计划于5月27日激活。据NS3报道，David Schwartz表示，硬分叉需要双方有足够的验证者形成功能性唯一节点列表，同时淡化了出现争议性分裂的可能性。XRP Ledger Foundation发布的说明中，建议服务器运营商立即升级至3.1.3版本，未升级的节点可能面临修正案阻塞风险。,https://www.binance.com/zh-CN/square/post/325620850141649
081cd63f151f99d8,2026-05-22 02:29:12,,华盛顿大学投资SpaceX 近十年前，圣路易斯华盛顿大学的首席投资官Scott Wilson将该校约5000万美元资金投入SpaceX。,https://www.binance.com/zh-CN/square/post/325619516237106
a9c1bf17794d5bd3,2026-05-22 02:19:59,,250百万USDC在国库铸造 Whale Alert报告称，250百万USDC在USDC国库铸造。据NS3报道，这一铸造活动引起了市场的关注，可能影响加密货币市场的流动性和稳定性。,https://www.binance.com/zh-CN/square/post/325617250818977
